0.307815381,0.353163648,0.324756131,0.341973772,0.356323401,,,,,
0.281226071,0.306348768,0.301385715,0.295537953,0.31987372,,,,,
0.290613195,0.291101011,0.306630656,0.312926332,0.295512339,,,,,
0.351783303,0.344331745,0.328850806,0.329227111,0.332657862,,,,,
0.331999639,0.335663614,0.31449732,0.298035647,0.336389629,,,,,
0.33383816,0.345279425,0.317297522,0.319008597,0.337338767,0.308363751,0.334205969,0.331028774,0.317621609,0.329115645
0.409960275,0.422657738,0.436490378,0.404878087,0.418711215,0.415349282,0.425487847,0.434029262,0.415789034,0.464509243
0.318845508,0.313081342,0.317706834,0.324872496,0.32949426,0.309289867,0.307339738,0.312512006,0.313249673,0.31185929
0.293712891,0.304689925,0.309538438,0.292937522,0.31842209,0.316276139,0.316204888,0.309487048,0.305943602,0.333863864
0.326982456,0.338584875,0.344452308,0.360156705,0.318698602,0.333405897,0.316329082,0.332585759,0.320176228,0.355276483
0.319950873,0.331030286,0.32423722,0.325048985,0.317332416,0.322230273,0.329007603,0.33064543,0.314293299,0.333114154
0.360996331,0.344177637,0.349992244,0.349849156,0.384382595,0.357512572,0.370854396,0.351810039,0.347369602,0.423394222
0.361469464,0.330356131,0.324101572,0.32510977,0.342039997,0.309560751,0.29592223,0.297806434,0.322956817,0.322072314
0.320563803,0.331491513,0.329199437,0.316224309,0.304133466,0.329261163,0.319903153,0.32121232,0.317018581,0.318914706
0.93127124,0.805515945,0.644989739,0.537906723,0.482632231,0.424971719,0.440130818,0.390886932,0.469649522,0.512741081
