40,20,0.056290407,0.033497024,0.03169697,0.02629522,0.029704602
40,25,0.05157442,0.03383892,0.032579184,0.028521802,0.024703443
40,30,0.0489514,0.037870325,0.030674078,0.024745086,0.02785591
40,35,0.05218934,0.042709388,0.03219894,0.02836922,0.022145685
40,40,0.04709865,0.043965943,0.02811704,0.025445992,0.027341839
40,45,0.05358852,0.040050074,0.04373774,0.028064264,0.026933918
40,50,0.048839524,0.04058623,0.037573006,0.025195425,0.024873098
40,55,0.052562073,0.0384451,0.028750617,0.031401366,0.025868174
40,60,0.053562336,0.034204707,0.03391082,0.03004947,0.025094232
60,40,0.048724517,0.044095047,0.032220475,0.028773675,0.024216626
60,45,0.051494397,0.038919974,0.040511373,0.031591132,0.026353506
60,50,0.05209375,0.037328392,0.03323884,0.02553389,0.028485674
60,55,0.048735645,0.06049977,0.031065008,0.025689825,0.025718179
60,60,0.051038563,0.041256,0.04686593,0.028619269,0.023203913
60,65,0.05410673,0.03620732,0.044219393,0.030952644,0.02545104
60,70,0.04709655,0.038019158,0.035894617,0.03076842,0.026379962
60,75,0.04925111,0.043509882,0.031059202,0.028297937,0.025649954
60,80,0.05264351,0.043763533,0.031078564,0.028650595,0.025181206
80,60,0.075554825,0.04056705,0.034113687,0.030052908,0.024827361
80,65,0.06922037,0.038722724,0.031076709,0.024163233,0.023659235
80,70,0.05081941,0.035378527,0.0367759,0.028023599,0.026778268
80,75,0.05635088,0.03807831,0.03383146,0.033350885,0.025010264
80,80,0.050857957,0.03948287,0.037222456,0.026001709,0.03546021
80,85,0.056614418,0.037938226,0.032464165,0.028730487,0.026021143
80,90,0.051238906,0.038450632,0.031574726,0.029009258,0.023913376
80,95,0.052281365,0.05078252,0.034483686,0.033760656,0.026593173
80,100,0.051701378,0.036991034,0.03148565,0.026122257,0.026195496
100,80,0.0559302,0.053603895,0.029242193,0.033265293,0.027108291
100,85,0.049368627,0.05177544,0.033540647,0.04183658,0.024413966
100,90,0.055788673,0.034563564,0.030588727,0.02894532,0.025417443
100,95,0.048675116,0.03828781,0.035251673,0.031688176,0.02477346
100,100,0.052926123,0.037776727,0.033094715,0.031009601,0.025601847
100,105,0.051529046,0.034753773,0.03443019,0.030940723,0.027346227
100,110,0.05678178,0.036085013,0.030581506,0.033826843,0.026728474
100,115,0.06138954,0.055511378,0.031489152,0.038308594,0.024134027
100,120,0.055241235,0.039610103,0.03164039,0.030921882,0.028434834
